wallet,avg_month_pay,LSCP_prob,MIDAS_max_prob,MIDAS_mean_prob,combined_prob
0xf16c1659ae0f623d0fed9c70d656010ee19e4cfb,26.9962335,0.9999657827084908,0.9999998251911576,0.9400242609089474,0.9819833261686277
0xd4dc78f61b91e342ebb2b4ccbd96830b0387a674,318.9256934999999,0.99129446691863,0.99999985547238,0.9356822002601012,0.9746107869210714
0xb3edb2b352396ecd5c2f30065ca8da7d9d45fc1f,15.390177,0.988658149320515,0.999999818368666,0.9413097633320686,0.9744536335239811
0xdbfd53f1b9b7d21926a96061624a597da0015295,14.042047000000002,0.9954988218873518,0.9999997950660028,0.9155026027607072,0.9714999561493584
0xf9cd0615f1900f0ae661c6f8675d5289fc5b39d6,94.45483,0.9896028544527136,0.9999998376613948,0.927677821292769,0.9710253445047301
0xbd44e954f85d2c2188239d903c723697cf3bd37e,45.35730516666666,0.9895258636238168,0.9999998409006164,0.9263409697657572,0.9705703954663989
0x8cbb890bbcdc4c0788c2017cce1eebb7b2c449c2,506.57512133333313,0.9955256318220124,0.9999998594700124,0.9097369482549472,0.9697890267518927
0xb887239b672cf7c8c5c39c01eb061a9de691f70c,27.708232250000005,0.9919346878318912,0.9999997970422878,0.9177924938823256,0.9696920296470215
0x650efbd5cf60eff44cad1999abdf3aabf7fef77d,101.513118,0.9966201505633232,0.999999855403843,0.8886931806305207,0.9642420595834824
0x3c0da17b90323897e54d5732a72ae5f348ed7e99,21.8623172,0.9863616557264864,0.9999997757369412,0.9107519715369404,0.9636787504696225
0x37c611913ac8a0f3004e3180606720bf186588d6,146.86500733333335,0.9998677845433288,0.999999839844968,0.8759002766124105,0.9626775321640533
0x3756d9850d6f3605ab3e0666f636624a18f82e10,152.161775,0.994365970598033,0.9999997381749968,0.8847300324317547,0.9614751891481494
0xdeff8879747437fc21b38f44bbd3c8ba784bf7f9,156.73368266666668,0.9948276998865062,0.9999998541558036,0.8673332016626184,0.9565793504193398
0x98b1f976c4f7edad1219db7cd324687618774fe0,87.24555966666668,0.9957792186885042,0.99999983950523,0.8544912397814677,0.9533928250163932
0x757898f2e297fd512dd647f3da9c8ab8adc6a382,14.9912725,0.9899263854838196,0.9999998426137516,0.8662370930165442,0.9528195977436369
0x46e1f8025c2ca45145a6088963e4ac3557581d6c,18.024703833333334,0.997533974577661,0.9999993138301602,0.8481973024179864,0.9527329729297586
0x0d53d36a422d3dd841ebac8508d839259ba0668f,105.479801,0.9915485066644244,0.9999998615813636,0.8580101724694134,0.9514870064059211
0x29ab00ccf1aedb576773d8846cd9cf8e14b28fa0,228.78458166666655,0.9999318518119013,0.999999848071158,0.825395710686165,0.9475710094741804
0x388529497a4dabf1a0f581a28ed85e2718f0915f,50.6123915,0.988684770788208,0.999999786742437,0.8511666562614201,0.9474293364301716
0x1db7f01cf9fafcdc5b8ef93337aa9091ac731d62,55.41360924999999,0.9930720139209848,0.9999998526492792,0.8405707137963069,0.9473216238835813
0x75917166b1368712dc7f8efebafa3bb0fde271a3,14.560208333333335,0.986890838236902,0.9999998196920352,0.8421645644739688,0.9434729561080221
0xb98ea0a18773ddbcf92364e747c3ddb8e2365529,17.891981200000007,0.9760629015973542,0.9999997874996684,0.8662919019430109,0.9431316017010511
0xfb119b21f5dcb5012f855199f69f4e4bbec973a0,22.5715304,0.9824743255985734,0.999999799957425,0.8488150970827839,0.9423765570438365
0xfe29cab16725711b3683f309ab06bf66247cd971,118.167172,0.993295335025416,0.9999998521863728,0.8219112006974604,0.9418800947270292
0x4b11e626c3e1a142842cb27608d25b058f37248d,11.5111265,0.9813581149689924,0.9999998455194729,0.8496185759425083,0.9418362532610471
0xaaa932d77935ee3d8e0ba1d464cfda4e56566a01,11.867909750000004,0.990160336017576,0.9999998429550344,0.8259063674456133,0.9408841454459871
0x2eea07efe6cbb9493667c289ff1eebf66317648e,21.615546400000003,0.962284643324616,0.9999998546515352,0.8819245347352405,0.9381766107478033
0x9bbbf61c5f3656a109bc8e8aa65be3d725d7bcd3,109.45308433333332,0.9950413637030971,0.9999998550069708,0.802741530067895,0.9373514136125365
0x5fc1f26114b8d2ba133e4cacff2c254c21e6e901,32.89363799999998,0.9663604130639344,0.999999795682506,0.8569785383542005,0.9335458506510141
0xeb1a1d283ea74877a6175c6175f9914cde53eb08,25.603117999999995,0.9904907183075026,0.9999991671420184,0.7823397152576002,0.9280454173925319
0xb0c5a05a14ee34fc4ff90058df9c893d95f9cf7e,25.59785533333333,0.9411462341676288,0.9999997987832036,0.892728706231419,0.9266209757867658
0x5789caf7b28d0e0869769c0e66388cb44747d47c,36.24240833333333,0.9747729639755544,0.9999998591134516,0.8064944907417698,0.924289422005419
0x87b27781ce30ed5ff690e88eaedf3991277f4136,13.277643,0.9897036317255936,0.9999989930038544,0.7673029662598949,0.922983432085884
0x42e05dc97e7baf3e1ecaaa657f2a8c479038d81b,31.266294166666658,0.9893408624655574,0.9999997419977388,0.7586505684336877,0.9201337742559965
0xa53810dab905ad49e4eeb89b217899c5070d9da1,17.995407833333335,0.9256272091819048,0.9999998313645776,0.8997938222292193,0.9178771930960992
0x8b51c0ecf0381c41e1b299ebfafa352997983741,13.6027095,0.9604372361061814,0.9999997543316326,0.8023182451972002,0.9130015388334869
0xba4063243b403a732a5fe986dd83a0868cab3631,10.45520175,0.982698365066744,0.9999997581189264,0.7392946689123477,0.9096772562204251
0xe0e6df5b35ee51779073c0c22333af04f53a1305,20.46681733333333,0.9633877534117938,0.9999998045919374,0.7746571187453135,0.9067685630118496
0xe4f28441707a8ee28fa63b7e3a26e28b1c870c4d,8.840461,0.9965963319605058,0.9999998500464904,0.8357927978675537,0.9063796322207358
0x8984551b6073d186b39e6b56a6079124b51ed2de,18.928308750000003,0.9452528775960904,0.9999996798371102,0.8124377851854617,0.9054083498729018
0x484986a62cbbb84b53aaa220c32a7883e40c300a,27.24381475,0.8985923004669736,0.9999998465466268,0.9176710631811515,0.9043159292812268
0x88976e23c0d88a69d7d88e9f5438990a3bc63ca8,19.3270478,0.9454343654805804,0.9999998423297662,0.8057723335999675,0.9035357559163965
0xddc9c0cedefd6a844b2cf96263e1a850740e377e,92.77284433333334,0.9544030418109648,0.999999815521981,0.7814162438300719,0.9025070024166968
0x74d3a02380785af7d4617562f7ffd5946129c409,14.326732000000002,0.9711043825571742,0.9999997894046118,0.7342652182886243,0.9000526332766092
0x9b354bdc877839d290c6d2a729a9a9c2e875a4a6,28.94395833333334,0.9991768242391296,0.99999958658692,0.6591193661108321,0.8971595868006403
0x69f93c50317043ba4a1d4c732f0f457d58dd443d,26.904971666666665,0.9616482802583712,0.999999860531652,0.741700820272028,0.8956640422624682
0x565209936f9021d03d583d650661eb2698213a6a,14.383506166666669,0.9275390854884557,0.9999997752882228,0.809902151009299,0.8922480051447086
0x77bdb400e80cc99c6a0a221b2233e00978b7a98f,283.8590186666666,0.9979840469744584,0.9999997402712756,0.6333844227153864,0.8886041596967367
0xddc423e04e8a5e581f12453117159666e6ec143b,28.799107666666668,0.9230923328880322,0.9999998351953352,0.805772194175735,0.887896291274343
0x7e85622e53b5b5224fc2d822f27084f4fa88fb3a,14.3992105,0.9596662234346844,0.9999997588449154,0.7138046428368091,0.8859077492553218
0x1405568d505257fed075cce18d30cbb866de92cd,15.209350833333334,0.9697984758048088,0.9999995311721585,0.6853724528705329,0.884470668924526
0x18455dcdf671bf39ee1cd6da4ae1d3a318c7c716,16.562893199999998,0.9344743378367112,0.9999998422714088,0.7487273739164263,0.8787502486606258
0xe851b7abb00b84adbdaa3c967ff9a71359aa82ad,16.044341199999998,0.992739162765572,0.9999998033941292,0.6100693699833544,0.8779382249309067
0xfd369011907273c8030b152abcb9960d0d1f3902,42.87555616666666,0.996357338310606,0.9999998504979424,0.6007811161781594,0.877684471670872
0xba88a1784fc1326cbf1723eadded504aac79c900,10.4995695,0.9182346493298584,0.999999074177397,0.7826526815544014,0.8775600589972213
0xe036f40931fb4eacca3b9d94f25d80b2d6919155,10.76937,0.9221240205004196,0.9999998042177346,0.7703543077953439,0.8765931066888969
0x6eb2d013dbe869680dd0a9162a990b388da7c893,18.23302633333333,0.9744044316883508,0.9999998397183578,0.6443605108214542,0.8753912554282818
0x38ea46793acc40801f94d2aeec59b04ef35804b5,18.301918,0.8796910800994915,0.9999984988491228,0.8650894626917807,0.8753105948771782
0xf96fa8dc7c84951867864ccabbe5f63591c05efa,11.859331666666668,0.9551192151453188,0.9999997820750226,0.6866560499298894,0.87458026558069
0x9251dd446e4ddf929ff8fe0e994005c726e69446,16.90489066666667,0.9274355972168408,0.9999998622746304,0.7495616874536085,0.874073424287871
0x2923be587904f3034ffab36c86c495df3c21bc97,14.938721,0.9799361515024958,0.9999993765943822,0.611307261224805,0.8693474844191885
0x000e4b8d275cbe6af5c01a73bab484282317d8bb,10.208978399999996,0.9636056696049136,0.9999998373649212,0.646507330408423,0.8684761678459664
0x11d484fab9c282d3854e1f85b8af62d7b686d795,24.969701,0.8975401522711182,0.9999998557483784,0.7997338811439486,0.8681982709329672
0x85ff80f5a2015b969ba7819961e86409a439b4b1,32.323152,0.8854561872182183,0.9999997999509508,0.8261515936855462,0.8676648091584167
0x1793432e447e1e83b816a500eeba277401a59a57,26.30542266666666,0.8979883145890817,0.9999998265396286,0.7717305430633636,0.8601109831313662
0xefd23bfdc39e5bc0780776cf8f9dab0364364b3c,18.2757165,0.9007411618514248,0.999999324578256,0.762295217992235,0.8592073786936678
0x1439648ff4815de902e4a66cf0cb8475260e4693,13.74560875,0.9296709239079232,0.999999806529684,0.6942014386093216,0.8590300783183427
0x8c131704638c272310798e858dfa374f1165768f,15.308434,0.9238753581312584,0.9999998334082904,0.7047021477762977,0.8581233950247702
0x6a621a103410b3b2e7e5def798ec84a485155ccc,11.2502335,0.9611915566248572,0.9999988227025338,0.6171207629013838,0.8579703185078151
0x1c4fdb65db5f2ae6d0ecd4f6ec324fd78c50affa,10.6753888,0.9670757830077858,0.9999994124138308,0.6026551764900607,0.8577496010524683
0xdb1c077f268998ad5b523e6200ca54b33d85d4bb,12.49245725,0.9907677403641212,0.9999997765983704,0.5431969811424058,0.8564965125976065
0x41578299c9518a286a797a779abc843ecc0f938b,21.218876800000004,0.9486745760425204,0.9999990321560096,0.6414080614574413,0.8564946216669966
0xeae186f01399a89ef35cf44ac34eb68f05509c20,9.2489525,0.9341931607372136,0.999999845253028,0.7658554941924848,0.8551294688988941
0x505c83cff7b58558794028544d9c186535f48b30,21.913068000000003,0.9284156217997008,0.9999998233016936,0.6833617640456798,0.8548994644734945
0x10911f3ec784dee1db1a9f7da90b7d8b935e58a0,25.490612833333333,0.9716782455990932,0.9999995221316792,0.5764155846700181,0.8530994473203707
0x51090098c754cb5f04e57dccb127d171ab2cd887,16.257058999999995,0.900296777806609,0.9999996257676436,0.7420758368310247,0.8528304955139336
0xb3793ec3773a5d190cf69e464cb0df4e5bd6e5fd,10.005838333333331,0.858168063504843,0.9999998162031348,0.837440090340575,0.8519496715555626
0x4a0bc12df47895cb1719cf2c90feec756630fb21,25.58693483333333,0.9089081234040406,0.9999994216254074,0.7139510901826803,0.8504210134376324
0x76d4a9bc9612be738a81d0fe632b00b971e2bb9a,14.168971800000003,0.9720633262433702,0.9999997701383398,0.551295229046112,0.8458328970841926
0xe635f54492452184f1ae8aae80a5755c740ea8ff,15.43204,0.9499214379124564,0.9999998002682262,0.601098576218749,0.8452745794043441
0x5f729bc15ebd0984878e60e96ee64a58e288994c,19.05013433333333,0.9438978715815896,0.9999996578275828,0.6137281138015688,0.8448469442475832
0x2200dcc97aa0c77a5ab019f293dffb7a179da317,13.7893055,0.8544394399502593,0.9999995062695792,0.822388239312904,0.8448240797590527
0x0985224a811e65c235dbf4a2c2117712aabe4e39,14.468634000000002,0.9958907869222904,0.99999886167651,0.4922941738966845,0.8448118030146086
0x6fdd68d938a1003d4310f8c7c9b19df6d91b30be,19.4356,0.9128725492445277,0.999999754264103,0.6828816934093537,0.8438752924939754
0x09540c0a4c21455ba2e1b7407154cc3cdf3977ed,16.3627495,0.9464014242724824,0.999998850494031,0.6032313129701928,0.8434503908817955
0x7989b2363c0dd3ad78ef362b95f3e08843a4c39c,18.811798000000003,0.8892377644346767,0.9999911479235406,0.7354288845512533,0.8430951004696496
0xd84bc467a6642b11c3df7001bf94485c742844a1,10.91857875,0.9237232416639278,0.9999998091128148,0.6540393709706441,0.8428180804559426
0x0aba08bc2ee19c1b390efcb8ccf1ad17daed2c96,21.041969,0.9062040646939472,0.9999998436407112,0.6932656220270315,0.8423225318938724
0x19ee588256cfb969da322b2e4782d965b8e8341a,14.330454499999998,0.8779086377406528,0.999999187097328,0.7590252359488302,0.842243617203106
0x4ec9ab6549cc528011586982a5567b5f9a8bbcc8,12.97795325,0.8848038835741152,0.9999998587555388,0.7409655004512602,0.8416523686372587
0xf3e7a99e3b6e3723f275bcaa7ccf454f9a0105d2,27.99069,0.878864844532454,0.9999994390062478,0.7523923741099302,0.8409231034056968
0xb5c967b43f61b75e038e33f2e25e5c023d3523e1,8.6231705,0.9366558703496756,0.9999995049898088,0.7703096063593745,0.8404405158098414
0x324c43b2e66a7e8aa8a8da918e844120c688a098,12.152038666666668,0.903184320106638,0.9999995833915688,0.6918706069250935,0.8397902061521746
0x9ebf84e92e4f9378058329e73510665bff458223,12.311242666666669,0.906682241834531,0.999999635093388,0.6817074529943679,0.8391898051824821
0xb2292e73649ff207e43b8bac7fe083fac9acbd03,12.576535666666668,0.8591499914848733,0.999999841454002,0.7806349001396339,0.8355954640813015
0x5a913899700b70dea2e5017462078a7173126d20,12.267273500000002,0.9826287189367312,0.9999995982093324,0.4899421979625069,0.8348227626444638
0x6517b3dc8bf0c3e6db64ff291075e660fa2f1571,17.822816500000012,0.9729542903097428,0.9997924300207524,0.5012089168369523,0.8314306782679056
0x3ba147738e017a7f79c0318a5b5e251bc0291617,17.944252600000002,0.8107585345662227,0.9999998279025238,0.8779157511537038,0.8309056995424671
0xf228fcc0ecdd80441776bb7c3c82bbdbfbc59b8a,11.9272315,0.9548351767325984,0.9999993925151058,0.5416148810750182,0.8308690880353242
0x01c1c769d88ae4b9071c9d65408506f6819f7600,9.5538242,0.9274672283309776,0.999999087763638,0.6739766510120856,0.8297048931165115
0x7b15c83fdff3ab7f9ee0f038a984b512bf42feff,33.197612,0.9998212198709822,0.9999757733916258,0.4277600962149148,0.8282028827741619
0x187c8c43890fe4c91afabbc62128d383a90548dd,31.3039275,0.8196014042980413,0.9999998219852996,0.8449440616834404,0.8272042015136609
0x16589ff749333e4754de92f2212be6444aca9c4e,14.425420999999998,0.8807782461029526,0.9999349932127845,0.6962611969936521,0.8254231313701624
0x6fd429a26de7cd82ed01b198c237e1baa70a90f9,18.4777685,0.9331928527721658,0.9999997538588856,0.5715996855461605,0.8247149026043641
0xe0fb4e753a6a24eba8cf7d2cfd15885004e70f19,17.4709655,0.9235150391865756,0.9999998021863944,0.5926032043634095,0.8242414887396258
0xf8237afb003c1e82f960111edbebba6a9c6fa7f2,8.2030634,0.9315959447392465,0.999999702269799,0.7834462206924675,0.8236359155053203
0x220ba70e7ace7c799bfb643f148087e81a04c6de,12.0878502,0.885985869191995,0.999999339044444,0.6774952016845766,0.8234386689397695
0xca638462b06b86e678f2146a583a0e178dd74d45,30.6976888,0.863678081936478,0.9999997861544176,0.7176106597198855,0.8198578552715001
0x8f6b91610a2badc804cbb8c5a9e065a292369811,18.308288,0.8852202346204558,0.9999998428756544,0.6670693922749359,0.8197749819167999
0xc23e9b8516169df5b029a82841a77b977860653b,14.641071333333334,0.8633422218865903,0.9999997250843906,0.717863668039249,0.8196986557323878
